symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
TDW,9,88.9,13497.89,1499.77,9.09,32.83,-17.84,20.8
TEAM,4,75.0,5262373.4,1315593.35,9.87,17.11,-5.58,10.5
TECK,4,100.0,3042.41,760.6,11.65,30.61,1.55,13.0
TER,2,100.0,7217759.91,3608879.96,27.26,28.6,25.92,31.5
TEX,1,100.0,3388.54,3388.54,14.51,14.51,14.51,19.0
TFIN,1,100.0,99.01,99.01,1.77,1.77,1.77,9.0
TGTX,8,62.5,130632.84,16329.1,15.02,90.0,-12.89,20.4
THC,3,100.0,46650.79,15550.26,5.42,11.37,1.73,17.7
TIGO,1,100.0,161319.83,161319.83,12.26,12.26,12.26,4.0
TMDX,10,80.0,325151.12,32515.11,15.38,54.84,-2.38,25.6
TNK,7,57.1,8222.12,1174.59,11.98,78.93,-13.48,23.6
TPB,2,50.0,123496.96,61748.48,4.04,8.37,-0.29,5.0
TPC,6,100.0,1952156.45,325359.41,31.52,42.82,20.06,34.3
TPL,6,66.7,272339.5,45389.92,22.5,59.42,-3.07,18.8
TPR,1,0.0,-33320.05,-33320.05,-2.96,-2.96,-2.96,24.0
TQQQ,3,100.0,38420.56,12806.85,10.02,14.54,3.93,10.7
TRGP,1,0.0,-417.03,-417.03,-5.05,-5.05,-5.05,5.0
TRNS,4,75.0,1384.72,346.18,7.15,21.16,-0.48,7.5
TSEM,6,83.3,20686955.77,3447825.96,23.61,59.15,-0.7,20.5
TSLA,5,60.0,4303.75,860.75,5.67,14.5,-6.99,9.2
TSM,1,100.0,25481.85,25481.85,9.69,9.69,9.69,4.0
TTMI,5,80.0,14406482.48,2881296.5,18.88,30.61,-1.95,16.0
TVTX,4,75.0,305534.27,76383.57,9.16,30.01,-2.71,21.5
TWLO,2,50.0,-19497.88,-9748.94,-0.71,0.91,-2.34,7.5
TWST,8,87.5,17879423.82,2234927.98,13.5,29.18,-8.54,15.9
UAL,4,75.0,132020.35,33005.09,5.45,14.81,-1.35,9.2
UCTT,4,100.0,12689953.39,3172488.35,18.2,51.16,1.55,21.5
UFCS,1,100.0,522.26,522.26,5.11,5.11,5.11,23.0
UFPT,3,33.3,16463.12,5487.71,1.62,7.46,-2.4,10.0
UI,3,100.0,750678.87,250226.29,36.06,74.63,8.17,38.3
UNM,2,50.0,518.98,259.49,1.54,7.66,-4.58,7.5
URBN,1,100.0,305037.23,305037.23,17.22,17.22,17.22,9.0
USLM,2,100.0,183818.02,91909.01,18.29,35.89,0.68,12.0
USPH,1,100.0,1028.45,1028.45,11.17,11.17,11.17,15.0
UTHR,1,0.0,-15.29,-15.29,-0.16,-0.16,-0.16,9.0
UTL,1,100.0,23.66,23.66,0.24,0.24,0.24,14.0
VAL,4,75.0,2662857.68,665714.42,3.12,12.25,-7.28,8.2
VECO,1,100.0,4856874.08,4856874.08,12.79,12.79,12.79,9.0
VEON,2,50.0,176100.67,88050.33,5.01,13.84,-3.82,7.5
VICR,6,100.0,27723708.33,4620618.05,35.53,81.72,2.25,18.5
VIRT,2,100.0,81341.9,40670.95,14.66,26.98,2.34,5.0
VIST,12,91.7,23446.72,1953.89,16.3,68.9,-8.29,20.5
VLO,1,100.0,1156.94,1156.94,13.29,13.29,13.29,43.0
VPG,3,66.7,12000559.94,4000186.65,12.91,36.27,-1.84,15.7
VRSN,2,50.0,131555.95,65777.98,4.43,15.83,-6.97,7.5
VRT,2,100.0,155202.52,77601.26,145.46,268.49,22.42,117.5
VRTX,1,100.0,30.87,30.87,0.32,0.32,0.32,14.0
VSAT,4,100.0,3735428.17,933857.04,30.08,88.83,2.55,26.8
VST,3,100.0,237917.49,79305.83,29.57,42.17,18.66,38.7
VSXY,4,50.0,-4212038.75,-1053009.69,6.08,31.81,-14.83,16.5
VXZ,1,100.0,250613.59,250613.59,19.33,19.33,19.33,14.0
W,6,83.3,1509051.06,251508.51,7.6,14.5,-2.44,13.2
WBD,3,66.7,3043841.03,1014613.68,23.5,53.71,-0.62,16.0
WDC,5,80.0,27099341.37,5419868.27,56.79,147.72,-7.23,43.2
WF,1,100.0,120004.44,120004.44,5.12,5.12,5.12,5.0
WFRD,4,100.0,12190.51,3047.63,11.47,35.89,2.0,26.2
WGS,4,75.0,1215795.43,303948.86,115.95,248.08,-7.51,66.2
WHD,1,100.0,307.84,307.84,5.69,5.69,5.69,5.0
WING,4,100.0,22227.68,5556.92,10.7,25.73,2.81,5.0
WLDN,3,100.0,1648815.92,549605.31,27.58,63.1,8.04,22.7
WLFC,7,100.0,544720.38,77817.2,20.01,82.3,4.39,20.4
WOR,1,100.0,176359.47,176359.47,11.62,11.62,11.62,5.0
WPM,1,100.0,215071.16,215071.16,16.98,16.98,16.98,9.0
WRLD,2,100.0,1981.3,990.65,6.74,10.73,2.75,5.0
WSM,3,66.7,44157.46,14719.15,10.22,29.69,-1.11,9.3
WYNN,3,100.0,2222.53,740.84,3.5,4.68,1.78,14.3
XENE,4,25.0,-728.13,-182.03,-3.41,1.14,-6.76,14.5
XMTR,4,75.0,387367.1,96841.77,19.3,38.05,-2.26,21.2
XOM,1,100.0,90.14,90.14,1.54,1.54,1.54,10.0
XPO,3,100.0,45748.81,15249.6,17.13,25.43,8.66,37.3
YOU,3,100.0,118635.01,39545.0,10.21,14.43,2.95,16.3
YPF,5,80.0,-33153.1,-6630.62,10.84,23.99,-3.8,33.8
ZS,2,100.0,131973.78,65986.89,4.17,7.73,0.61,16.5
